date,activity,weight,points,crono
2020-10-04,Exercicios,15,12,00:00:00
2020-10-04,Afirmacoes,150,0,00:00:00
2020-10-04,Meditacao,50,0,00:00:00
2020-10-04,Neuronation/Ingles,25,0,00:00:00
2020-10-04,VitaminasEtc,150,1,00:00:00
2020-10-04,Pesquisas,40,18,00:00:00
2020-10-03,Programacao,40,0,00:00:00
2020-10-03,Disciplinas,40,0,00:00:00
2020-10-03,Exercicios,15,0,00:00:00
2020-10-03,Meditacao,50,0,00:00:00
2020-10-03,Pesquisas,40,2,00:00:00
2020-10-03,Neuronation/Ingles,25,0,00:00:00
2020-10-03,Flauta,40,0,00:00:00
2020-10-03,Afirmacoes,150,0,00:00:00
2020-10-03,VitaminasEtc,150,1,00:00:00
2020-10-02,Programacao,40,0,00:00:00
2020-10-02,Exercicios,15,100,00:00:00
2020-10-02,Pesquisas,40,36,00:00:00
2020-10-02,Neuronation/Ingles,25,0,00:00:00
2020-10-02,Afirmacoes,150,0,00:00:00
2020-10-02,Meditacao,50,18,00:00:00
2020-10-02,Flauta,40,0,00:00:00
2020-10-02,Disciplinas,40,0,00:00:00
2020-10-02,VitaminasEtc,150,1,00:00:00
2020-10-01,VitaminasEtc,150,1,00:00:00
2020-10-01,Pesquisas,40,0,00:00:00
2020-10-01,Afirmacoes,150,0,00:00:00
2020-10-01,Meditacao,50,12,00:00:00
2020-10-01,Programacao,40,0,00:00:00
2020-10-01,Neuronation/Ingles,25,0,00:00:00
2020-10-01,Exercicios,15,48,00:00:00
2020-10-01,Disciplinas,40,55,00:00:00
2020-10-01,Flauta,40,0,00:00:00
2020-09-30,Exercicios,15,0,00:00:00
2020-09-30,Flauta,40,0,00:00:00
2020-09-30,VitaminasEtc,150,1,00:00:00
2020-09-30,Pesquisas,40,24,00:00:00
2020-09-30,Disciplinas,40,12,00:00:00
2020-09-30,Programacao,40,0,00:00:00
2020-09-30,Neuronation/Ingles,25,0,00:00:00
2020-09-30,Afirmacoes,150,0,00:00:00
2020-09-30,Meditacao,50,12,00:00:00
2020-09-29,Flauta,40,0,00:00:00
2020-09-29,Pesquisas,40,0,00:00:00
2020-09-29,Afirmacoes,150,0,00:00:00
2020-09-29,Neuronation/Ingles,25,0,00:00:00
2020-09-29,Programacao,40,0,00:00:00
2020-09-29,Meditacao,50,24,00:00:00
2020-09-29,VitaminasEtc,150,1,00:00:00
2020-09-29,Exercicios,15,0,00:00:00
2020-09-29,Disciplinas,40,56,00:00:00
2020-09-28,Disciplinas,40,48,00:00:00
2020-09-28,Exercicios,15,50,00:00:00
2020-09-28,Neuronation/Ingles,25,0,00:00:00
2020-09-28,Programacao,40,0,00:00:00
2020-09-28,Flauta,40,0,00:00:00
2020-09-28,VitaminasEtc,150,1,00:00:00
2020-09-28,Pesquisas,40,0,00:00:00
2020-09-28,Afirmacoes,150,0,00:00:00
2020-09-28,Meditacao,50,36,00:00:00
2020-09-27,Meditacao,50,6,00:00:00
2020-09-27,Neuronation/Ingles,25,0,00:00:00
2020-09-27,Exercicios,15,0,00:00:00
2020-09-27,VitaminasEtc,150,1,00:00:00
2020-09-27,Programacao,40,0,00:00:00
2020-09-27,Pesquisas,40,24,00:00:00
2020-09-27,Disciplinas,40,0,00:00:00
2020-09-27,Afirmacoes,150,0,00:00:00
2020-09-27,Flauta,40,0,00:00:00
2020-09-26,Exercicios,15,50,00:00:00
2020-09-26,Pesquisas,40,0,00:00:00
2020-09-26,Flauta,40,4,00:00:00
2020-09-26,Disciplinas,40,50,00:00:00
2020-09-26,Afirmacoes,150,0,00:00:00
2020-09-26,Programacao,40,0,00:00:00
2020-09-26,Meditacao,50,9,00:00:00
2020-09-26,Neuronation/Ingles,25,0,00:00:00
2020-09-26,VitaminasEtc,150,1,00:00:00
2020-09-25,Exercicios,15,100,00:00:00
2020-09-25,Programacao,40,0,00:00:00
2020-09-25,Pesquisas,40,0,00:00:00
2020-09-25,Meditacao,50,0,00:00:00
2020-09-25,Afirmacoes,150,0,00:00:00
2020-09-25,Disciplinas,40,48,00:00:00
2020-09-25,Neuronation/Ingles,25,0,00:00:00
2020-09-25,Flauta,40,0,00:00:00
2020-09-25,VitaminasEtc,150,1,00:00:00
2020-09-24,Afirmacoes,150,0,00:00:00
2020-09-24,Meditacao,50,0,00:00:00
2020-09-24,Disciplinas,40,75,00:00:00
2020-09-24,Programacao,40,0,00:00:00
2020-09-24,VitaminasEtc,150,1,00:00:00
2020-09-24,Neuronation/Ingles,25,0,00:00:00
2020-09-24,Exercicios,15,0,00:00:00
2020-09-24,Flauta,40,0,00:00:00
2020-09-24,Pesquisas,40,0,00:00:00
2020-09-23,Neuronation/Ingles,25,0,00:00:00
2020-09-23,Exercicios,15,0,00:00:00
2020-09-23,VitaminasEtc,150,1,00:00:00
2020-09-23,Disciplinas,40,60,00:00:00
2020-09-23,Pesquisas,40,0,00:00:00
2020-09-23,Flauta,40,0,00:00:00
2020-09-23,Meditacao,50,0,00:00:00
2020-09-23,Programacao,40,0,00:00:00
2020-09-23,Afirmacoes,150,0,00:00:00
2020-09-22,Meditacao,50,0,00:00:00
2020-09-22,Exercicios,15,50,00:00:00
2020-09-22,Afirmacoes,150,0,00:00:00
2020-09-22,VitaminasEtc,150,1,00:00:00
2020-09-22,Programacao,40,0,00:00:00
2020-09-22,Flauta,40,0,00:00:00
2020-09-22,Pesquisas,40,0,00:00:00
2020-09-22,Disciplinas,40,36,00:00:00
2020-09-22,Neuronation/Ingles,25,0,00:00:00
2020-09-21,Meditacao,50,0,00:00:00
2020-09-21,Afirmacoes,150,0,00:00:00
2020-09-21,Neuronation/Ingles,25,0,00:00:00
2020-09-21,Pesquisas,40,0,00:00:00
2020-09-21,Disciplinas,40,36,00:00:00
2020-09-21,VitaminasEtc,150,1,00:00:00
2020-09-21,Exercicios,15,60,00:00:00
2020-09-21,Flauta,40,0,00:00:00
2020-09-21,Programacao,40,0,00:00:00
2020-09-20,VitaminasEtc,150,1,00:00:00
2020-09-20,Flauta,40,0,00:00:00
2020-09-20,Exercicios,15,0,00:00:00
2020-09-20,Meditacao,50,0,00:00:00
2020-09-20,Neuronation/Ingles,25,0,00:00:00
2020-09-20,Pesquisas,40,0,00:00:00
2020-09-20,Programacao,40,0,00:00:00
2020-09-20,Disciplinas,40,72,00:00:00
2020-09-20,Afirmacoes,150,1,00:00:00
2020-09-19,Afirmacoes,150,0,00:00:00
2020-09-19,VitaminasEtc,150,1,00:00:00
2020-09-19,Meditacao,50,0,00:00:00
2020-09-19,Exercicios,15,30,00:00:00
2020-09-19,Flauta,40,0,00:00:00
2020-09-19,Programacao,40,0,00:00:00
2020-09-19,Neuronation/Ingles,25,0,00:00:00
2020-09-19,Pesquisas,40,0,00:00:00
2020-09-19,Disciplinas,40,72,00:00:00
2020-09-18,Afirmacoes,150,0,00:00:00
2020-09-18,Neuronation/Ingles,25,0,00:00:00
2020-09-18,Exercicios,15,0,00:00:00
2020-09-18,Disciplinas,40,0,00:00:00
2020-09-18,Pesquisas,40,0,00:00:00
2020-09-18,Flauta,40,4,00:00:00
2020-09-18,Programacao,40,0,00:00:00
2020-09-18,VitaminasEtc,150,1,00:00:00
2020-09-18,Meditacao,50,6,00:00:00
2020-09-17,Afirmacoes,150,0,00:00:00
2020-09-17,VitaminasEtc,150,1,00:00:00
2020-09-17,Meditacao,50,0,00:00:00
2020-09-17,Exercicios,15,50,00:00:00
2020-09-17,Neuronation/Ingles,25,0,00:00:00
2020-09-17,Programacao,40,0,00:00:00
2020-09-17,Pesquisas,40,0,00:00:00
2020-09-17,Disciplinas,40,50,00:00:00
2020-09-17,Flauta,40,5,00:00:00
2020-09-16,Disciplinas,40,24,00:00:00
2020-09-16,Exercicios,15,60,00:00:00
2020-09-16,Afirmacoes,150,0,00:00:00
2020-09-16,Meditacao,50,0,00:00:00
2020-09-16,Neuronation/Ingles,25,0,00:00:00
2020-09-16,VitaminasEtc,150,1,00:00:00
2020-09-16,Flauta,40,4,00:00:00
2020-09-16,Programacao,40,0,00:00:00
2020-09-16,Pesquisas,40,0,00:00:00
2020-09-15,VitaminasEtc,150,1,00:00:00
2020-09-15,Programacao,40,0,00:00:00
2020-09-15,Meditacao,50,0,00:00:00
2020-09-15,Afirmacoes,150,0,00:00:00
2020-09-15,Pesquisas,40,0,00:00:00
2020-09-15,Disciplinas,40,60,00:00:00
2020-09-15,Neuronation/Ingles,25,0,00:00:00
2020-09-15,Flauta,40,0,00:00:00
2020-09-15,Exercicios,15,60,00:00:00
2020-09-14,Afirmacoes,150,0,00:00:00
2020-09-14,Meditacao,50,0,00:00:00
2020-09-14,VitaminasEtc,150,2,00:00:00
2020-09-14,Flauta,40,0,00:00:00
2020-09-14,Programacao,40,0,00:00:00
2020-09-14,Neuronation/Ingles,25,0,00:00:00
2020-09-14,Pesquisas,40,0,00:00:00
2020-09-14,Exercicios,15,80,00:00:00
2020-09-14,Disciplinas,40,0,00:00:00
2020-09-13,Afirmacoes,150,0,00:00:00
2020-09-13,Exercicios,15,60,00:00:00
2020-09-13,Pesquisas,40,0,00:00:00
2020-09-13,Meditacao,50,0,00:00:00
2020-09-13,Neuronation/Ingles,25,0,00:00:00
2020-09-13,Programacao,40,0,00:00:00
2020-09-13,Flauta,40,0,00:00:00
2020-09-13,VitaminasEtc,150,0,00:00:00
2020-09-13,Disciplinas,40,48,00:00:00
2020-09-12,Neuronation/Ingles,25,0,00:00:00
2020-09-12,Meditacao,50,0,00:00:00
2020-09-12,Flauta,40,0,00:00:00
2020-09-12,Exercicios,15,50,00:00:00
2020-09-12,Afirmacoes,150,1,00:00:00
2020-09-12,Programacao,40,0,00:00:00
2020-09-12,Pesquisas,40,12,00:00:00
2020-09-12,VitaminasEtc,150,1,00:00:00
2020-09-12,Disciplinas,40,60,00:00:00
2020-09-11,Neuronation/Ingles,25,0,00:00:00
2020-09-11,Programacao,40,0,00:00:00
2020-09-11,Pesquisas,40,0,00:00:00
2020-09-11,Meditacao,50,0,00:00:00
2020-09-11,VitaminasEtc,150,1,00:00:00
2020-09-11,Exercicios,15,50,00:00:00
2020-09-11,Flauta,40,3,00:00:00
2020-09-11,Afirmacoes,150,0,00:00:00
2020-09-11,Disciplinas,40,48,00:00:00
2020-09-10,Neuronation/Ingles,25,0,00:00:00
2020-09-10,Exercicios,15,0,00:00:00
2020-09-10,Programacao,40,0,00:00:00
2020-09-10,Flauta,40,0,00:00:00
2020-09-10,Afirmacoes,150,0,00:00:00
2020-09-10,Disciplinas,40,36,00:00:00
2020-09-10,Meditacao,50,0,00:00:00
2020-09-10,Pesquisas,40,0,00:00:00
2020-09-10,VitaminasEtc,150,2,00:00:00
2020-09-09,Programacao,40,0,00:00:00
2020-09-09,VitaminasEtc,150,1,00:00:00
2020-09-09,Meditacao,50,0,00:00:00
2020-09-09,Exercicios,15,30,00:00:00
2020-09-09,Pesquisas,40,0,00:00:00
2020-09-09,Disciplinas,40,30,00:00:00
2020-09-09,Flauta,40,3,00:00:00
2020-09-09,Neuronation/Ingles,25,0,00:00:00
2020-09-09,Afirmacoes,150,0,00:00:00
2020-09-08,Pesquisas,40,0,00:00:00
2020-09-08,VitaminasEtc,150,1,00:00:00
2020-09-08,Disciplinas,40,72,00:00:00
2020-09-08,Neuronation/Ingles,25,0,00:00:00
2020-09-08,Meditacao,50,0,00:00:00
2020-09-08,Exercicios,15,50,00:00:00
2020-09-08,Programacao,40,0,00:00:00
2020-09-08,Afirmacoes,150,0,00:00:00
2020-09-08,Flauta,40,0,00:00:00
2020-09-07,Meditacao,50,4,00:00:00
2020-09-07,Disciplinas,40,48,00:00:00
2020-09-07,Flauta,40,0,00:00:00
2020-09-07,Pesquisas,40,0,00:00:00
2020-09-07,Programacao,40,0,00:00:00
2020-09-07,Exercicios,15,50,00:00:00
2020-09-07,VitaminasEtc,150,1,00:00:00
2020-09-07,Afirmacoes,150,0,00:00:00
2020-09-07,Neuronation/Ingles,25,0,00:00:00
2020-09-06,Pesquisas,40,0,00:00:00
2020-09-06,Afirmacoes,150,1,00:00:00
2020-09-06,Flauta,40,0,00:00:00
2020-09-06,Disciplinas,40,48,00:00:00
2020-09-06,VitaminasEtc,150,1,00:00:00
2020-09-06,Neuronation/Ingles,25,0,00:00:00
2020-09-06,Programacao,40,0,00:00:00
2020-09-06,Meditacao,50,0,00:00:00
2020-09-06,Exercicios,15,50,00:00:00
2020-09-05,Disciplinas,40,0,00:00:00
2020-09-05,Exercicios,15,0,00:00:00
2020-09-05,Meditacao,50,0,00:00:00
2020-09-05,Afirmacoes,150,0,00:00:00
2020-09-05,Programacao,40,0,00:00:00
2020-09-05,VitaminasEtc,150,12,00:00:00
2020-09-05,Neuronation/Ingles,25,0,00:00:00
2020-09-05,Pesquisas,40,0,00:00:00
2020-09-05,Flauta,40,0,00:00:00
2020-09-04,Neuronation/Ingles,25,0,00:00:00
2020-09-04,Meditacao,50,0,00:00:00
2020-09-04,Programacao,40,0,00:00:00
2020-09-04,Exercicios,15,40,00:00:00
2020-09-04,Pesquisas,40,12,00:00:00
2020-09-04,Afirmacoes,150,0,00:00:00
2020-09-04,Disciplinas,40,0,00:00:00
2020-09-04,Flauta,40,12,00:00:00
2020-09-04,VitaminasEtc,150,1,00:00:00
2020-09-03,Programacao,40,0,00:00:00
2020-09-03,Afirmacoes,150,0,00:00:00
2020-09-03,Meditacao,50,0,00:00:00
2020-09-03,Disciplinas,40,60,00:00:00
2020-09-03,Pesquisas,40,12,00:00:00
2020-09-03,VitaminasEtc,150,1,00:00:00
2020-09-03,Neuronation/Ingles,25,0,00:00:00
2020-09-03,Flauta,40,0,00:00:00
2020-09-03,Exercicios,15,70,00:00:00
2020-09-02,Pesquisas,40,0,00:00:00
2020-09-02,Disciplinas,40,60,00:00:00
2020-09-02,Flauta,40,12,00:00:00
2020-09-02,Exercicios,15,0,00:00:00
2020-09-02,Neuronation/Ingles,25,0,00:00:00
2020-09-02,Meditacao,50,0,00:00:00
2020-09-02,VitaminasEtc,150,1,00:00:00
2020-09-02,Programacao,40,0,00:00:00
2020-09-02,Afirmacoes,150,0,00:00:00
2020-09-01,Neuronation/Ingles,25,0,00:00:00
2020-09-01,Afirmacoes,150,0,00:00:00
2020-09-01,Programacao,40,0,00:00:00
2020-09-01,Pesquisas,40,0,00:00:00
2020-09-01,Meditacao,50,0,00:00:00
2020-09-01,Disciplinas,40,36,00:00:00
2020-09-01,Exercicios,15,60,00:00:00
2020-09-01,VitaminasEtc,150,1,00:00:00
2020-09-01,Flauta,40,0,00:00:00
2020-08-31,VitaminasEtc,150,1,00:00:00
2020-08-31,Flauta,40,0,00:00:00
2020-08-31,Afirmacoes,150,0,00:00:00
2020-08-31,Programacao,40,0,00:00:00
2020-08-31,Pesquisas,40,0,00:00:00
2020-08-31,Neuronation/Ingles,25,0,00:00:00
2020-08-31,Meditacao,50,0,00:00:00
2020-08-31,Disciplinas,40,0,00:00:00
2020-08-31,Exercicios,15,50,00:00:00
2020-08-30,Pesquisas,40,0,00:00:00
2020-08-30,VitaminasEtc,150,1,00:00:00
2020-08-30,Programacao,40,0,00:00:00
2020-08-30,Flauta,40,0,00:00:00
2020-08-30,Disciplinas,40,36,00:00:00
2020-08-30,Exercicios,15,60,00:00:00
2020-08-30,Neuronation/Ingles,25,0,00:00:00
2020-08-30,Afirmacoes,150,0,00:00:00
2020-08-30,Meditacao,50,0,00:00:00
2020-08-29,Pesquisas,40,0,00:00:00
2020-08-29,Afirmacoes,150,0,00:00:00
2020-08-29,Meditacao,50,0,00:00:00
2020-08-29,Neuronation/Ingles,25,0,00:00:00
2020-08-29,Exercicios,15,35,00:00:00
2020-08-29,Flauta,40,4,00:00:00
2020-08-29,VitaminasEtc,150,0,00:00:00
2020-08-29,Programacao,40,0,00:00:00
2020-08-29,Disciplinas,40,16,00:00:00
2020-08-28,Neuronation/Ingles,25,0,00:00:00
2020-08-28,Pesquisas,40,0,00:00:00
2020-08-28,Disciplinas,40,36,00:00:00
2020-08-28,Programacao,40,0,00:00:00
2020-08-28,Exercicios,15,53,00:00:00
2020-08-28,VitaminasEtc,150,1,00:00:00
2020-08-28,Meditacao,50,0,00:00:00
2020-08-28,Afirmacoes,150,0,00:00:00
2020-08-28,Flauta,40,4,00:00:00
2020-08-27,VitaminasEtc,150,0,00:00:00
2020-08-27,Meditacao,50,0,00:00:00
2020-08-27,Flauta,40,12,00:00:00
2020-08-27,Programacao,40,0,00:00:00
2020-08-27,Exercicios,15,48,00:00:00
2020-08-27,Neuronation/Ingles,25,0,00:00:00
2020-08-27,Afirmacoes,150,0,00:00:00
2020-08-27,Pesquisas,40,0,00:00:00
2020-08-27,Disciplinas,40,95,00:00:00
2020-08-26,Flauta,40,0,00:00:00
2020-08-26,Programacao,40,0,00:00:00
2020-08-26,Pesquisas,40,66,00:00:00
2020-08-26,Meditacao,50,3,00:00:00
2020-08-26,Disciplinas,40,0,00:00:00
2020-08-26,VitaminasEtc,150,1,00:00:00
2020-08-26,Neuronation/Ingles,25,0,00:00:00
2020-08-26,Afirmacoes,150,0,00:00:00
2020-08-26,Exercicios,15,65,00:00:00
2020-08-25,Neuronation/Ingles,25,0,00:00:00
2020-08-25,Exercicios,15,25,00:00:00
2020-08-25,Pesquisas,40,36,00:00:00
2020-08-25,Programacao,40,0,00:00:00
2020-08-25,Meditacao,50,4,00:00:00
2020-08-25,Afirmacoes,150,0,00:00:00
2020-08-25,VitaminasEtc,150,1,00:00:00
2020-08-25,Flauta,40,2,00:00:00
2020-08-25,Disciplinas,40,48,00:00:00
2020-08-24,Meditacao,50,0,00:00:00
2020-08-24,Flauta,40,10,00:00:00
2020-08-24,Exercicios,15,35,00:00:00
2020-08-24,Programacao,40,0,00:00:00
2020-08-24,VitaminasEtc,150,1,00:00:00
2020-08-24,Afirmacoes,150,0,00:00:00
2020-08-24,Neuronation/Ingles,25,0,00:00:00
2020-08-24,Pesquisas,40,24,00:00:00
2020-08-24,Disciplinas,40,0,00:00:00
2020-08-23,Exercicios,15,27,00:00:00
2020-08-23,Afirmacoes,150,0,00:00:00
2020-08-23,VitaminasEtc,150,0,00:00:00
2020-08-23,Pesquisas,40,18,00:00:00
2020-08-23,Neuronation/Ingles,25,0,00:00:00
2020-08-23,Flauta,40,14,00:00:00
2020-08-23,Disciplinas,40,5,00:00:00
2020-08-23,Programacao,40,0,00:00:00
2020-08-23,Meditacao,50,2,00:00:00
2020-08-22,Meditacao,50,6,00:00:00
2020-08-22,Disciplinas,40,40,00:00:00
2020-08-22,Pesquisas,40,0,00:00:00
2020-08-22,Programacao,40,0,00:00:00
2020-08-22,Exercicios,15,33,00:00:00
2020-08-22,Neuronation/Ingles,25,0,00:00:00
2020-08-22,VitaminasEtc,150,1,00:00:00
2020-08-22,Flauta,40,4,00:00:00
2020-08-22,Afirmacoes,150,1,00:00:00
2020-08-21,Programacao,40,0,00:00:00
2020-08-21,Pesquisas,40,0,00:00:00
2020-08-21,Exercicios,15,0,00:00:00
2020-08-21,Meditacao,50,0,00:00:00
2020-08-21,Disciplinas,40,30,00:00:00
2020-08-21,Neuronation/Ingles,25,0,00:00:00
2020-08-21,Flauta,40,2,00:00:00
2020-08-21,VitaminasEtc,150,0,00:00:00
2020-08-21,Afirmacoes,150,0,00:00:00
2020-08-20,Meditacao,50,0,00:00:00
2020-08-20,Pesquisas,40,0,00:00:00
2020-08-20,Disciplinas,40,72,00:00:00
2020-08-20,Afirmacoes,150,0,00:00:00
2020-08-20,Programacao,40,0,00:00:00
2020-08-20,Flauta,40,0,00:00:00
2020-08-20,VitaminasEtc,150,0,00:00:00
2020-08-20,Exercicios,15,12,00:00:00
2020-08-20,Neuronation/Ingles,25,0,00:00:00
2020-08-19,Afirmacoes,150,0,00:00:00
2020-08-19,Disciplinas,40,12,00:00:00
2020-08-19,Meditacao,50,12,00:00:00
2020-08-19,Programacao,40,0,00:00:00
2020-08-19,Pesquisas,40,0,00:00:00
2020-08-19,VitaminasEtc,150,0,00:00:00
2020-08-19,Flauta,40,0,00:00:00
2020-08-19,Exercicios,15,20,00:00:00
2020-08-19,Neuronation/Ingles,25,0,00:00:00
2020-08-18,Disciplinas,40,48,00:00:00
2020-08-18,Neuronation/Ingles,25,0,00:00:00
2020-08-18,Afirmacoes,150,0,00:00:00
2020-08-18,Meditacao,50,0,00:00:00
2020-08-18,Programacao,40,0,00:00:00
2020-08-18,Exercicios,15,22,00:00:00
2020-08-18,VitaminasEtc,150,0,00:00:00
2020-08-18,Pesquisas,40,0,00:00:00
2020-08-18,Flauta,40,12,00:00:00
2020-08-17,Neuronation/Ingles,25,0,00:00:00
2020-08-17,Flauta,40,0,00:00:00
2020-08-17,Pesquisas,40,0,00:00:00
2020-08-17,VitaminasEtc,150,0,00:00:00
2020-08-17,Meditacao,50,12,00:00:00
2020-08-17,Afirmacoes,150,0,00:00:00
2020-08-17,Disciplinas,40,48,00:00:00
2020-08-17,Exercicios,15,32,00:00:00
2020-08-17,Programacao,40,0,00:00:00
2020-08-16,Meditacao,50,0,00:00:00
2020-08-16,Programacao,40,0,00:00:00
2020-08-16,Pesquisas,40,0,00:00:00
2020-08-16,Exercicios,15,0,00:00:00
2020-08-16,Afirmacoes,150,0,00:00:00
2020-08-16,Flauta,40,6,00:00:00
2020-08-16,VitaminasEtc,150,0,00:00:00
2020-08-16,Disciplinas,40,48,00:00:00
2020-08-16,Neuronation/Ingles,25,0,00:00:00
2020-08-15,Meditacao,50,0,00:00:00
2020-08-15,Programacao,40,0,00:00:00
2020-08-15,Pesquisas,40,0,00:00:00
2020-08-15,Disciplinas,40,48,00:00:00
2020-08-15,VitaminasEtc,150,1,00:00:00
2020-08-15,Exercicios,15,20,00:00:00
2020-08-15,Neuronation/Ingles,25,0,00:00:00
2020-08-15,Flauta,40,0,00:00:00
2020-08-15,Afirmacoes,150,1,00:00:00
2020-08-14,Neuronation/Ingles,25,0,00:00:00
2020-08-14,Pesquisas,40,0,00:00:00
2020-08-14,Exercicios,15,6,00:00:00
2020-08-14,Flauta,40,8,00:00:00
2020-08-14,Meditacao,50,0,00:00:00
2020-08-14,Programacao,40,0,00:00:00
2020-08-14,Disciplinas,40,4,00:00:00
2020-08-14,VitaminasEtc,150,1,00:00:00
2020-08-14,Afirmacoes,150,0,00:00:00
2020-08-13,Flauta,40,12,00:00:00
2020-08-13,Disciplinas,40,36,00:00:00
2020-08-13,Afirmacoes,150,1,00:00:00
2020-08-13,Programacao,40,0,00:00:00
2020-08-13,Exercicios,15,26,00:00:00
2020-08-13,Pesquisas,40,0,00:00:00
2020-08-13,Meditacao,50,0,00:00:00
2020-08-13,VitaminasEtc,150,0,00:00:00
2020-08-13,Neuronation/Ingles,25,0,00:00:00
2020-08-12,Pesquisas,40,24,00:00:00
2020-08-12,Exercicios,15,26,00:00:00
2020-08-12,Meditacao,50,0,00:00:00
2020-08-12,Flauta,40,10,00:00:00
2020-08-12,Programacao,40,0,00:00:00
2020-08-12,Afirmacoes,150,0,00:00:00
2020-08-12,Neuronation/Ingles,25,0,00:00:00
2020-08-12,Disciplinas,40,16,00:00:00
2020-08-12,VitaminasEtc,150,1,00:00:00
2020-08-11,Pesquisas,40,40,00:00:00
2020-08-11,VitaminasEtc,150,0,00:00:00
2020-08-11,Exercicios,15,20,00:00:00
2020-08-11,Meditacao,50,0,00:00:00
2020-08-11,Disciplinas,40,48,00:00:00
2020-08-11,Programacao,40,0,00:00:00
2020-08-11,Flauta,40,13,00:00:00
2020-08-11,Neuronation/Ingles,25,0,00:00:00
2020-08-11,Afirmacoes,150,0,00:00:00
2020-08-10,Pesquisas,40,42,00:00:00
2020-08-10,VitaminasEtc,150,0,00:00:00
2020-08-10,Flauta,40,12,00:00:00
2020-08-10,Neuronation/Ingles,25,0,00:00:00
2020-08-10,Afirmacoes,150,0,00:00:00
2020-08-10,Disciplinas,40,0,00:00:00
2020-08-10,Programacao,40,0,00:00:00
2020-08-10,Meditacao,50,0,00:00:00
2020-08-10,Exercicios,15,0,00:00:00
2020-08-09,Afirmacoes,150,0,00:00:00
2020-08-09,Programacao,40,0,00:00:00
2020-08-09,Disciplinas,40,0,00:00:00
2020-08-09,VitaminasEtc,150,1,00:00:00
2020-08-09,Flauta,40,12,00:00:00
2020-08-09,Pesquisas,40,36,00:00:00
2020-08-09,Neuronation/Ingles,25,0,00:00:00
2020-08-09,Meditacao,50,0,00:00:00
2020-08-09,Exercicios,15,14,00:00:00
2020-08-08,Programacao,40,0,00:00:00
2020-08-08,VitaminasEtc,150,1,00:00:00
2020-08-08,Disciplinas,40,0,00:00:00
2020-08-08,Neuronation/Ingles,25,0,00:00:00
2020-08-08,Pesquisas,40,60,00:00:00
2020-08-08,Afirmacoes,150,0,00:00:00
2020-08-08,Meditacao,50,0,00:00:00
2020-08-08,Flauta,40,12,00:00:00
2020-08-08,Exercicios,15,12,00:00:00
2020-08-07,Exercicios,15,10,00:00:00
2020-08-07,VitaminasEtc,150,0,00:00:00
2020-08-07,Disciplinas,40,24,00:00:00
2020-08-07,Neuronation/Ingles,25,0,00:00:00
2020-08-07,Meditacao,50,0,00:00:00
2020-08-07,Programacao,40,16,00:00:00
2020-08-07,Flauta,40,20,00:00:00
2020-08-07,Afirmacoes,150,0,00:00:00
2020-08-07,Pesquisas,40,12,00:00:00
2020-08-06,VitaminasEtc,150,1,00:00:00
2020-08-06,Flauta,40,12,00:00:00
2020-08-06,Afirmacoes,150,0,00:00:00
2020-08-06,Exercicios,15,21,00:00:00
2020-08-06,Programacao,40,0,00:00:00
2020-08-06,Disciplinas,40,48,00:00:00
2020-08-06,Pesquisas,40,0,00:00:00
2020-08-06,Neuronation/Ingles,25,0,00:00:00
2020-08-06,Meditacao,50,0,00:00:00
2020-08-05,Programacao,40,0,00:00:00
2020-08-05,Disciplinas,40,42,00:00:00
2020-08-05,VitaminasEtc,150,1,00:00:00
2020-08-05,Neuronation/Ingles,25,0,00:00:00
2020-08-05,Meditacao,50,0,00:00:00
2020-08-05,Afirmacoes,150,0,00:00:00
2020-08-05,Pesquisas,40,0,00:00:00
2020-08-05,Exercicios,15,0,00:00:00
2020-08-05,Flauta,40,10,00:00:00
2020-08-04,Exercicios,15,30,00:00:00
2020-08-04,Flauta,40,0,00:00:00
2020-08-04,Pesquisas,40,24,00:00:00
2020-08-04,Neuronation/Ingles,25,0,00:00:00
2020-08-04,VitaminasEtc,150,0,00:00:00
2020-08-04,Disciplinas,40,48,00:00:00
2020-08-04,Meditacao,50,0,00:00:00
2020-08-04,Programacao,40,0,00:00:00
2020-08-04,Afirmacoes,150,0,00:00:00
2020-08-03,Programacao,40,0,00:00:00
2020-08-03,Pesquisas,40,0,00:00:00
2020-08-03,Exercicios,15,0,00:00:00
2020-08-03,Meditacao,50,0,00:00:00
2020-08-03,VitaminasEtc,150,0,00:00:00
2020-08-03,Disciplinas,40,0,00:00:00
2020-08-03,Afirmacoes,150,0,00:00:00
2020-08-03,Flauta,40,0,00:00:00
2020-08-03,Neuronation/Ingles,25,0,00:00:00
2020-08-02,Flauta,40,8,00:00:00
2020-08-02,VitaminasEtc,150,0,00:00:00
2020-08-02,Disciplinas,40,18,00:00:00
2020-08-02,Exercicios,15,21,00:00:00
2020-08-02,Afirmacoes,150,0,00:00:00
2020-08-02,Meditacao,50,12,00:00:00
2020-08-02,Programacao,40,0,00:00:00
2020-08-02,Pesquisas,40,6,00:00:00
2020-08-02,Neuronation/Ingles,25,0,00:00:00
2020-08-01,Flauta,40,24,00:00:00
2020-08-01,Programacao,40,0,00:00:00
2020-08-01,Disciplinas,40,0,00:00:00
2020-08-01,Neuronation/Ingles,25,0,00:00:00
2020-08-01,VitaminasEtc,150,0,00:00:00
2020-08-01,Pesquisas,40,24,00:00:00
